x,y
0.47081,0.08462915329654272
0.5000644444444444,0.07343693728090914
0.5293188888888889,0.06389121027205841
0.5585733333333334,0.05573539570931294
0.5878277777777778,0.04875485694148167
0.6170822222222222,0.04276975454540482
0.6463366666666667,0.03762916479145863
0.6755911111111111,0.03320622928316362
0.7048455555555555,0.02939414897618032
0.7341,0.026102870634103763
0.7633544444444444,0.023256341950032577
0.7926088888888889,0.020790234366647117
0.8218633333333334,0.01865005111228175
0.8511177777777779,0.016789552975262384
0.8803722222222222,0.015169446535778128
0.9096266666666666,0.013756289502980105
0.938881111111111,0.012521575898005888
0.9681355555555555,0.011440970429628513
0.99739,0.01049366680886758
1.0266444444444445,0.009661849168519959
1.055898888888889,0.008930239375977655
1.0851533333333334,0.008285716000730591
1.1144077777777777,0.007716993141316771
1.1436622222222221,0.007214349327247604
1.1729166666666666,0.0067693983684125785
1.202171111111111,0.0063748953917250155
1.2314255555555556,0.006024572434464593
1.26068,0.005712998898414088
1.2899344444444445,0.0054354629431725265
1.319188888888889,0.005187870539306976
1.3484433333333332,0.004966659435480825
1.3776977777777777,0.004768725737373209
1.4069522222222222,0.004591361165675361
1.4362066666666666,0.004432199368520217
1.465461111111111,0.004289169920905002
1.4947155555555556,0.004160458858673695
1.52397,0.004044474774588145
1.5532244444444443,0.003939819654834661
1.5824788888888888,0.0038452637608651866
1.6117333333333332,0.0037597239677953868
1.6409877777777777,0.003682245060020405
1.6702422222222222,0.003611983560036884
1.6994966666666667,0.0035481937299812194
1.7287511111111111,0.0034902154390249324
1.7580055555555554,0.00343746363510336
1.7872599999999998,0.003389419197823298
1.8165144444444443,0.003345620981908171
1.8457688888888888,0.0033056588881227103
1.8750233333333333,0.0032691678220484774
1.9042777777777777,0.0032358224210061962
1.9335322222222222,0.003205332446385157
1.9627866666666667,0.0031774387531010887
1.9920411111111112,0.0031519097602457965
2.0212955555555556,0.0031285383575377686
2.05055,0.0031071391912050844
2.0798044444444446,0.0030875462806597546
2.109058888888889,0.0030696109239500696
2.1383133333333335,0.00305319985566831
2.1675677777777778,0.0030381936258840367
2.1968222222222225,0.0030244851728855582
2.2260766666666667,0.0030119785661437827
2.255331111111111,0.0030005878990481275
2.2845855555555556,0.002990236313675555
2.31384,0.00298085514220248
2.3430944444444446,0.0029723831516074743
2.372348888888889,0.0029647658800853716
2.4016033333333335,0.00295795505513852
2.430857777777778,0.0029519080846616657
2.4601122222222225,0.0029465876135214186
2.4893666666666667,0.002941961139173821
2.5186211111111114,0.0029380006807853956
2.5478755555555557,0.0029346824971424493
2.5771300000000004,0.0029319868493664423
2.6063844444444446,0.0029298978051139598
2.635638888888889,0.002928403081540766
2.6648933333333336,0.00292749392486175
2.694147777777778,0.002927165024852322
2.7234022222222225,0.0029274144631214385
2.7526566666666668,0.0029282436944503575
2.7819111111111114,0.002929657560942841
2.8111655555555557,0.002931664339179587
2.84042,0.0029342758210202362
2.8696744444444446,0.002937507429158025
2.898928888888889,0.002941378369013435
2.9281833333333336,0.002945911819062412
2.957437777777778,0.0029511351622411863
2.9866922222222225,0.0029570802616633446
3.0159466666666668,0.0029637837845366225
3.045201111111111,0.0029712875788891805
3.0744555555555557,0.0029796391085217954
3.10371,0.0029888919525091007
3.1329644444444447,0.002999106376597882
3.162218888888889,0.003010349985013998
3.1914733333333336,0.003022698462515838
3.220727777777778,0.00303623641804885
3.2499822222222225,0.0030510583430949432
3.279236666666667,0.0030672696998098234
3.308491111111111,0.0030849881563443926
3.3377455555555557,0.003104344989404575
3.367,0.003125486677177082
